,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
436,HP,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,30855,100.45,0,0,500,0,0,0
438,Lenovo,Ultrabook,Intel Core i7,24,512GB SSD,Intel HD,Windows 10,1.32,211807,209.8,0,0,0,512,0,0
439,Asus,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Linux,2.0,49706,141.21,0,0,0,256,0,0
440,Lenovo,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.8,46149,106.11,0,0,1,0,0,0
441,Dell,Notebook,Intel Core i5,4,256GB SSD,AMD Radeon,Windows 10,2.2,66601,141.21,0,0,0,256,0,0
442,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,127067,176.23,1,0,0,256,0,0
443,Lenovo,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,2.2,31033,141.21,0,0,0,128,0,0
444,HP,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,97723,141.21,1,0,1,128,0,0
445,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,104837,157.35,0,0,0,256,0,0
446,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,2.4,39285,100.45,0,0,500,0,0,0
447,Dell,Workstation,Other Intel Processor,8,64GB Flash Storage +  1TB HDD,Nvidia Quadro,Windows 10,2.23,177218,141.21,0,0,1,0,0,64
448,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,91387,141.21,0,0,0,256,0,0
450,HP,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.91,52374,100.45,0,0,0,128,0,0
451,Dell,Workstation,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,2.17,175617,141.21,1,0,0,256,0,0
452,HP,Workstation,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,2.31,136403,141.21,1,0,0,512,0,0
453,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.65,119597,157.35,0,0,0,256,0,0
454,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.36,87053,141.21,0,0,1,128,0,0
455,Dell,2 in 1 Convertible,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,1.47,42593,135.09,0,1,500,0,0,0
456,Dell,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,4.42,181930,127.34,1,0,1,0,0,0
459,HP,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,2.5,56900,106.11,0,0,0,256,0,0
460,Acer,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.23,48372,141.21,0,0,1,0,0,0
461,Acer,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.4,38680,135.09,0,0,0,128,0,0
462,Asus,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.37,66601,141.21,0,0,1,0,0,0
463,Lenovo,Notebook,Intel Core i7,8,512GB SSD,AMD Radeon,No OS,1.5,71047,157.35,1,0,0,512,0,0
464,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.67,185843,141.21,0,0,0,256,0,0
465,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.0,27032,100.45,0,0,500,0,0,0
466,Acer,Notebook,Intel Core i3,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,41703,100.45,0,0,500,0,0,0
467,Dell,Notebook,Intel Core i5,8,2TB HDD,AMD Radeon,Windows 10,2.02,67490,141.21,0,0,2,0,0,0
468,HP,Gaming,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows 10,3.78,151075,127.34,1,0,1,0,0,0
469,Lenovo,Ultrabook,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.4,165213,209.8,1,0,0,256,0,0
470,HP,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.29,177751,331.26,1,1,0,512,0,0
471,HP,Notebook,Intel Core i5,8,500GB HDD,AMD FirePro,Windows 10,1.9,102614,141.21,0,0,500,0,0,0
473,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.42,163777,165.63,0,1,0,256,0,0
474,Asus,Notebook,Intel Core i7,12,128GB SSD +  1TB HDD,Intel HD,Windows 10,2.06,115507,282.42,1,0,1,128,0,0
475,Dell,Notebook,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,1.79,65801,111.94,0,0,0,128,0,0
476,Dell,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,1.78,214119,141.21,0,0,0,256,0,0
477,Lenovo,Notebook,Intel Core i5,8,180GB SSD,Intel HD,Windows 10,1.7,121287,157.35,0,0,0,180,0,0
478,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.2,60021,141.21,0,0,1,0,0,0
479,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.05,148674,165.63,1,0,0,256,0,0
480,Dell,Notebook,Intel Core i7,8,512GB SSD,Nvidia GeForce,Windows 10,2.16,112217,141.21,1,0,0,512,0,0
481,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.18,52160,100.45,0,0,1,0,0,0
482,HP,Notebook,Intel Core i5,4,128GB SSD,Intel UHD,Windows 10,1.49,64556,165.63,1,0,0,128,0,0
484,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.3,50240,100.45,0,0,0,128,0,0
485,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.75,93277,157.35,1,0,0,256,0,0
486,Dell,Workstation,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 10,2.17,207895,141.21,1,0,0,512,0,0
487,Dell,Notebook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.06,168859,141.21,0,0,0,512,0,0
488,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,159878,176.23,1,0,0,512,0,0
489,Asus,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,0.91,173394,176.23,0,0,0,512,0,0
490,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.3,89986,141.21,1,0,0,256,0,0
491,Toshiba,Ultrabook,Intel Core i7,32,512GB SSD,Intel HD,Windows 10,1.05,248887,165.63,0,1,0,512,0,0
492,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.99,120042,141.21,0,0,1,128,0,0
493,Acer,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.2,51485,100.45,0,0,1,0,0,0
494,Asus,Gaming,Intel Core i7,24,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.33,112839,127.34,1,1,1,256,0,0
495,Lenovo,Ultrabook,Intel Core i5,8,180GB SSD,Intel HD,Windows 10,1.3,97723,125.37,1,0,0,180,0,0
496,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,2.17,79930,141.21,0,0,0,256,0,0
497,HP,Notebook,Intel Core i7,8,1TB SSD,Intel HD,Windows 10,1.48,155521,157.35,0,0,0,1,0,0
498,Lenovo,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.4,84385,165.63,1,0,0,256,0,0
499,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,81006,141.21,1,0,0,256,0,0
500,Asus,Netbook,Other Intel Processor,4,64GB Flash Storage,Intel HD,Windows 10,1.2,30233,135.09,0,0,0,0,0,64
501,HP,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.91,55041,100.45,0,0,0,256,0,0
503,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,26587,111.94,0,0,500,0,0,0
504,Lenovo,Netbook,Other Intel Processor,4,16GB SSD,Intel HD,Chrome OS,1.25,23564,135.09,0,0,0,16,0,0
505,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,84385,165.63,0,0,0,256,0,0
506,Asus,Notebook,Intel Core i7,8,256GB SSD +  1TB HDD,Intel HD,Windows 10,2.0,108838,141.21,0,0,1,256,0,0
507,Acer,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,54508,141.21,1,0,1,0,0,0
508,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.34,117641,165.63,1,0,0,512,0,0
509,Lenovo,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,102169,141.21,1,0,1,256,0,0
510,Dell,Ultrabook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.29,79939,165.63,1,1,0,128,0,0
511,Acer,Notebook,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,56820,141.21,0,0,500,0,0,0
512,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.18,74337,141.21,0,0,1,0,0,0
513,Dell,Notebook,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,108415,141.21,0,0,2,256,0,0
515,Asus,Netbook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.1,21785,135.09,0,0,0,0,0,32
516,HP,Notebook,Intel Core i5,4,1TB HDD,Intel UHD,Windows 10,2.04,46369,100.45,0,1,1,0,0,0
517,Asus,Gaming,Intel Core i7,24,512GB SSD,Nvidia GeForce,Windows 10,2.24,263915,141.21,0,0,0,512,0,0
518,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,79050,141.21,0,0,0,256,0,0
519,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,133736,127.34,0,0,1,256,0,0
520,Lenovo,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.2,124399,141.21,1,0,1,256,0,0
521,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,124399,165.63,1,0,0,256,0,0
522,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.64,113794,157.35,0,0,0,256,0,0
523,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.63,61266,100.45,0,0,0,128,0,0
524,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Linux,2.8,79050,127.34,1,0,1,128,0,0
525,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,2.02,119153,157.35,0,0,0,256,0,0
526,Lenovo,Notebook,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,71047,141.21,0,0,1,0,0,0
527,Lenovo,Notebook,Intel Core i3,8,2TB HDD,Nvidia GeForce,No OS,2.2,40814,100.45,0,0,2,0,0,0
528,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.3,52018,141.21,0,0,500,0,0,0
529,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,122443,141.21,0,0,0,256,0,0
530,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,267896,127.34,1,0,1,128,0,0
531,Toshiba,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.0,76471,141.21,1,0,500,0,0,0
532,Asus,Notebook,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,115507,282.42,1,0,1,256,0,0
534,Asus,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,146629,141.21,1,0,1,128,0,0
535,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.93,121731,141.21,0,0,0,256,0,0
536,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.2,70906,141.21,0,0,0,256,0,0
537,HP,Notebook,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.86,35478,141.21,0,0,0,256,0,0
538,HP,Gaming,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows 10,2.62,159967,127.34,0,0,1,0,0,0
539,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,76382,157.35,1,0,0,256,0,0
540,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,1.2,124399,276.05,0,1,0,256,0,0
541,Dell,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.6,65434,157.35,0,0,0,128,0,0
542,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.34,101813,276.05,1,0,0,256,0,0
543,Acer,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Linux,2.4,70958,141.21,0,0,1,0,0,0
544,Asus,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,2.0,31033,100.45,0,0,500,0,0,0
545,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,62733,141.21,0,0,0,128,0,0
546,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.87,69802,157.35,0,0,500,0,0,0
547,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Intel HD,No OS,2.15,41112,141.21,0,0,1,0,0,0
548,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.86,35301,141.21,0,0,500,0,0,0
549,Lenovo,Notebook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.99,153743,141.21,1,0,0,512,0,0
550,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.2,44371,141.21,0,0,0,128,0,0
551,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,99323,141.21,0,0,0,256,0,0
552,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,239995,127.34,1,0,1,256,0,0
553,HP,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.65,48386,106.11,0,0,1,0,0,0
554,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,113818,127.34,0,0,1,0,0,0
555,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.0,19918,100.45,0,0,500,0,0,0
557,Lenovo,Notebook,Intel Core i7,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.8,84385,106.11,0,0,1,128,0,0
558,HP,Notebook,AMD A-Series,6,128GB SSD,AMD Radeon,Windows 10,1.91,50587,141.21,1,0,0,128,0,0
559,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,54944,100.45,0,0,1,0,0,0
560,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.25,31033,189.91,1,1,0,0,0,32
561,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.05,56020,141.21,0,0,0,128,0,0
562,HP,Ultrabook,Other Intel Processor,16,512GB SSD,Intel HD,Windows 10,1.16,174728,276.05,1,1,0,512,0,0
563,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.4,266671,127.34,1,0,0,256,0,0
564,Asus,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,74604,141.21,0,0,1,128,0,0
565,Dell,Ultrabook,Intel Core i5,8,128GB SSD,Intel UHD,Windows 10,1.21,142183,331.26,1,1,0,128,0,0
566,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.93,85274,100.45,0,0,500,0,0,0
568,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,30588,141.21,0,0,500,0,0,0
569,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.02,88031,111.94,0,0,500,0,0,0
570,HP,Workstation,Intel Core i5,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,165479,106.11,0,0,500,0,0,0
571,HP,Notebook,Other Intel Processor,8,2TB HDD,Intel HD,Windows 10,1.94,34590,111.94,0,0,2,0,0,0
572,HP,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,1.95,57709,141.21,1,0,0,256,0,0
573,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,73804,141.21,0,0,0,256,0,0
574,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.05,60910,141.21,0,0,500,0,0,0
576,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.24,165836,157.35,0,1,0,512,0,0
577,Lenovo,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.6,236794,127.34,1,0,1,256,0,0
578,MSI,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,242663,127.34,0,0,1,512,0,0
579,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.2,66602,141.21,0,0,0,256,0,0
581,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,89678,100.45,0,0,500,0,0,0
582,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.49,63933,165.63,0,0,0,128,0,0
583,Dell,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,1.93,136705,141.21,0,0,0,256,0,0
584,Dell,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.26,26231,135.09,0,0,0,0,0,16
585,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.5,208873,127.34,0,0,1,128,0,0
586,HP,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,133202,127.34,1,0,1,256,0,0
587,Lenovo,Ultrabook,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.4,148763,157.35,1,0,0,256,0,0
588,Lenovo,Notebook,Intel Core i7,12,1TB HDD,Intel HD,Windows 10,2.2,54152,100.45,0,1,1,0,0,0
589,Asus,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,157388,127.34,1,0,1,128,0,0
590,Asus,2 in 1 Convertible,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.2,65712,100.45,0,1,1,0,0,0
591,Lenovo,Notebook,AMD A-Series,12,512GB SSD,AMD Radeon,Windows 10,2.2,84385,141.21,0,0,0,512,0,0
592,Dell,2 in 1 Convertible,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.39,53619,135.09,0,1,0,128,0,0
594,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,2.8,47039,127.34,0,0,500,0,0,0
595,Lenovo,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.29,40814,100.45,0,0,1,0,0,0
596,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,180063,165.63,1,1,0,512,0,0
597,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,131068,157.35,1,0,0,256,0,0
598,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,148496,176.23,0,1,0,256,0,0
599,Dell,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.06,156766,141.21,0,1,0,256,0,0
600,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,108393,141.21,0,0,0,256,0,0
601,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,59441,100.45,0,0,500,0,0,0
602,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.6,29255,157.35,0,0,0,0,0,32
603,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,195535,127.34,0,0,1,128,0,0
604,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,41348,100.45,0,0,1,0,0,0
605,MSI,Gaming,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,1.8,204427,282.42,0,0,2,256,0,0
606,Toshiba,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.2,124399,141.21,1,0,0,256,0,0
607,Lenovo,Notebook,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,2.4,50151,141.21,0,0,1,0,0,0
608,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,115507,141.21,1,1,0,256,0,0
609,Acer,Notebook,Other Intel Processor,4,128GB Flash Storage,Intel HD,Windows 10,1.6,31033,111.94,0,0,0,0,0,128
610,Lenovo,Notebook,Other Intel Processor,32,1TB SSD,Nvidia Quadro,Windows 10,2.5,435619,282.42,1,0,0,1,0,0
611,Dell,Gaming,Intel Core i7,16,1TB HDD,Nvidia GeForce,Windows 10,2.59,78162,141.21,0,0,1,0,0,0
612,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.18,39472,100.45,0,0,1,0,0,0
613,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.25,31922,100.45,0,0,1,0,0,0
614,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,1.93,77271,100.45,0,0,500,0,0,0
615,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,103859,127.34,0,0,1,128,0,0
616,Dell,Notebook,Intel Core i5,4,128GB SSD,AMD Radeon,Linux,2.18,50595,141.21,0,0,0,128,0,0
617,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.84,123510,141.21,0,0,0,512,0,0
618,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.94,201658,141.21,0,0,1,256,0,0
619,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,33701,135.09,1,1,0,0,0,32
620,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,99946,111.94,0,0,0,256,0,0
621,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.65,130268,157.35,0,0,0,256,0,0
622,Dell,Notebook,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.2,69002,141.21,0,0,1,0,0,0
624,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,1.88,82873,100.45,0,0,500,0,0,0
625,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,79939,141.21,0,0,1,0,0,0
627,Lenovo,Notebook,Intel Core i5,4,128GB SSD,Intel HD,No OS,2.2,41615,141.21,0,0,0,128,0,0
628,Asus,2 in 1 Convertible,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,1.5,56821,165.63,0,1,1,0,0,0
629,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.0,161834,141.21,0,0,0,256,0,0
630,Asus,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,168948,157.35,0,0,0,512,0,0
631,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,131513,141.21,0,0,1,256,0,0
632,Lenovo,Notebook,Intel Core i5,4,256GB SSD,Intel UHD,Windows 10,1.8,73715,141.21,0,0,0,256,0,0
633,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,51485,141.21,0,0,1,0,0,0
634,Asus,Notebook,Other Intel Processor,8,1TB HDD,Intel HD,Windows 10,2.0,35479,100.45,0,0,1,0,0,0
635,Asus,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,1.99,80617,141.21,0,0,1,0,0,0
636,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.23,166191,276.05,0,1,0,256,0,0
637,Lenovo,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.42,22141,111.94,0,0,0,0,0,32
638,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,156270,165.63,1,1,0,256,0,0
639,Dell,Notebook,Intel Core i7,16,1TB SSD,Nvidia GeForce,Windows 10,2.06,213319,282.42,0,1,0,1,0,0
640,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,98612,141.21,1,0,1,128,0,0
642,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.14,217854,157.35,1,0,0,512,0,0
643,Asus,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.5,103947,141.21,1,0,1,0,0,0
644,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,40014,100.45,0,0,500,0,0,0
645,Lenovo,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.43,24364,111.94,0,0,0,0,0,32
646,Acer,Ultrabook,Intel Core i5,8,256GB SSD,Intel Graphics,Windows 10,1.8,81717,157.35,1,0,0,256,0,0
648,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,107860,165.63,0,0,0,256,0,0
649,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,140849,176.23,1,0,0,256,0,0
650,Asus,Gaming,Intel Core i7,32,512GB SSD,Nvidia GeForce,Windows 10,3.8,248887,127.34,1,0,0,512,0,0
651,Acer,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Linux,2.4,63044,141.21,0,0,1,0,0,0
652,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.2,128925,165.63,0,0,0,256,0,0
653,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,105975,141.21,0,0,1,128,0,0
654,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.86,32447,100.45,0,0,500,0,0,0
655,Toshiba,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.0,94611,141.21,1,0,500,0,0,0
656,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,2.2,81717,141.21,0,0,0,256,0,0
657,Dell,Notebook,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,100924,141.21,0,0,2,256,0,0
658,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.31,106348,141.21,1,0,1,128,0,0
659,Dell,Gaming,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,279864,254.67,1,0,1,512,0,0
660,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,109283,157.35,0,0,0,256,0,0
661,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,37257,100.45,0,0,500,0,0,0
